2005-01-01,2.95,2.98,2.98,2.98
2005-01-02,2.95,2.98,2.98,2.98
2005-01-03,2.95,2.98,2.98,2.98
2005-01-04,2.95,2.98,2.97,2.98
2005-01-05,2.95,2.98,2.97,2.98
2005-01-06,2.95,2.98,2.98,2.98
2005-01-07,2.95,2.98,2.98,2.98
2005-01-08,2.95,2.98,2.97,2.98
2005-01-09,2.95,2.98,2.97,2.98
2005-01-10,2.95,2.98,2.97,2.98
2005-01-11,2.94,2.98,2.97,2.98
2005-01-12,2.93,2.97,2.97,2.97
2005-01-13,2.92,2.96,2.96,2.96
2005-01-14,2.92,2.96,2.96,2.96
2005-01-15,2.92,2.96,2.95,2.96
2005-01-16,2.92,2.96,2.95,2.96
2005-01-17,2.92,2.96,2.95,2.96
2005-01-18,2.92,2.96,2.95,2.96
2005-01-19,2.92,2.96,2.96,2.96
2005-01-20,2.93,2.96,2.96,2.97
2005-01-21,2.93,2.96,2.96,2.97
2005-01-22,2.92,2.96,2.95,2.96
2005-01-23,2.92,2.96,2.95,2.96
2005-01-24,2.92,2.96,2.95,2.96
2005-01-25,2.91,2.95,2.94,2.95
2005-01-26,2.91,2.94,2.94,2.95
2005-01-27,2.91,2.95,2.94,2.95
2005-01-28,2.91,2.95,2.94,2.95
2005-01-29,2.91,2.94,2.93,2.94
2005-01-30,2.91,2.94,2.93,2.94
2005-01-31,2.91,2.94,2.93,2.94
